count, timings
736, 2020-07-02 00:03:54.438789
737, 2020-07-02 00:04:00.459888
738, 2020-07-02 00:04:11.597187
739, 2020-07-02 00:04:17.614761
740, 2020-07-02 00:04:28.873411
741, 2020-07-02 00:04:34.807306
742, 2020-07-02 00:04:46.026788
743, 2020-07-02 00:04:51.988023
744, 2020-07-02 00:05:03.215695
745, 2020-07-02 00:05:09.248185
746, 2020-07-02 00:05:20.363700
747, 2020-07-02 00:05:26.379635
748, 2020-07-02 00:05:37.540766
749, 2020-07-02 00:05:43.579155
750, 2020-07-02 00:05:54.842144
751, 2020-07-02 00:06:00.789826
752, 2020-07-02 00:06:11.920279
753, 2020-07-02 00:06:17.936640
754, 2020-07-02 00:06:29.106057
755, 2020-07-02 00:06:35.051341
756, 2020-07-02 00:06:46.237038
757, 2020-07-02 00:06:52.221343
758, 2020-07-02 00:07:03.391030
759, 2020-07-02 00:07:09.388315
760, 2020-07-02 00:07:20.681910
761, 2020-07-02 00:07:26.717177
762, 2020-07-02 00:07:37.832069
763, 2020-07-02 00:07:43.921517
764, 2020-07-02 00:07:55.042599
765, 2020-07-02 00:08:01.082792
766, 2020-07-02 00:08:12.143392
767, 2020-07-02 00:08:18.140373
768, 2020-07-02 00:08:29.315584
769, 2020-07-02 00:08:35.345930
770, 2020-07-02 00:08:46.566476
771, 2020-07-02 00:08:52.599607
772, 2020-07-02 00:09:03.742788
773, 2020-07-02 00:09:09.781338
774, 2020-07-02 00:09:21.027197
775, 2020-07-02 00:09:27.031791
776, 2020-07-02 00:09:38.241277
777, 2020-07-02 00:09:44.218268
778, 2020-07-02 00:09:55.439699
779, 2020-07-02 00:10:01.485502
780, 2020-07-02 00:10:12.686105
781, 2020-07-02 00:10:18.701386
782, 2020-07-02 00:10:29.911218
783, 2020-07-02 00:10:35.896025
784, 2020-07-02 00:10:47.093574
785, 2020-07-02 00:10:53.134544
786, 2020-07-02 00:11:04.281143
787, 2020-07-02 00:11:10.274890
788, 2020-07-02 00:11:21.452164
789, 2020-07-02 00:11:27.504270
790, 2020-07-02 00:11:38.694213
791, 2020-07-02 00:11:44.731350
792, 2020-07-02 00:11:55.830765
793, 2020-07-02 00:12:01.866007
794, 2020-07-02 00:12:13.051467
795, 2020-07-02 00:12:19.060115
796, 2020-07-02 00:12:30.325736
797, 2020-07-02 00:12:36.316514
798, 2020-07-02 00:12:47.490174
799, 2020-07-02 00:12:53.518855
800, 2020-07-02 00:13:04.710747
801, 2020-07-02 00:13:10.707755
802, 2020-07-02 00:13:21.961078
803, 2020-07-02 00:13:27.988361
804, 2020-07-02 00:13:39.227780
805, 2020-07-02 00:13:45.212412
806, 2020-07-02 00:13:56.389344
807, 2020-07-02 00:14:02.362259
808, 2020-07-02 00:14:13.508183
809, 2020-07-02 00:14:19.595148
810, 2020-07-02 00:14:30.690083
811, 2020-07-02 00:14:36.727247
812, 2020-07-02 00:14:47.940697
813, 2020-07-02 00:14:53.929498
814, 2020-07-02 00:15:05.076888
815, 2020-07-02 00:15:11.075745
816, 2020-07-02 00:15:22.180523
817, 2020-07-02 00:15:28.230222
818, 2020-07-02 00:15:39.386323
819, 2020-07-02 00:15:45.406419
820, 2020-07-02 00:15:56.546271
821, 2020-07-02 00:16:02.551963
822, 2020-07-02 00:16:13.756452
823, 2020-07-02 00:16:19.785405
824, 2020-07-02 00:16:30.906850
825, 2020-07-02 00:16:36.911485
826, 2020-07-02 00:16:48.099001
827, 2020-07-02 00:16:54.148564
828, 2020-07-02 00:17:05.303572
829, 2020-07-02 00:17:11.282498
830, 2020-07-02 00:17:22.474044
831, 2020-07-02 00:17:28.524514
832, 2020-07-02 00:17:39.697047
833, 2020-07-02 00:17:45.698951
834, 2020-07-02 00:17:56.902928
835, 2020-07-02 00:18:02.935890
836, 2020-07-02 00:18:14.078820
837, 2020-07-02 00:18:20.085516
838, 2020-07-02 00:18:31.210173
839, 2020-07-02 00:18:37.188952
840, 2020-07-02 00:18:48.439955
841, 2020-07-02 00:18:54.450107
842, 2020-07-02 00:19:05.571873
843, 2020-07-02 00:19:11.504553
844, 2020-07-02 00:19:22.722864
845, 2020-07-02 00:19:28.757060
846, 2020-07-02 00:19:39.948446
847, 2020-07-02 00:19:45.969224
848, 2020-07-02 00:19:57.118838
849, 2020-07-02 00:20:03.155364
850, 2020-07-02 00:20:14.286920
851, 2020-07-02 00:20:20.321773
852, 2020-07-02 00:20:31.494405
853, 2020-07-02 00:20:37.512038
854, 2020-07-02 00:20:48.655398
855, 2020-07-02 00:20:54.648757
856, 2020-07-02 00:21:05.772094
857, 2020-07-02 00:21:11.832170
858, 2020-07-02 00:21:23.022228
859, 2020-07-02 00:21:29.047481
860, 2020-07-02 00:21:40.220991
861, 2020-07-02 00:21:46.224382
862, 2020-07-02 00:21:57.450468
863, 2020-07-02 00:22:03.447371
864, 2020-07-02 00:22:14.541552
865, 2020-07-02 00:22:20.630222
866, 2020-07-02 00:22:31.783740
867, 2020-07-02 00:22:37.789955
868, 2020-07-02 00:22:48.915806
869, 2020-07-02 00:22:54.950355
870, 2020-07-02 00:23:06.166748
871, 2020-07-02 00:23:12.158792
872, 2020-07-02 00:23:23.252361
873, 2020-07-02 00:23:29.257383
874, 2020-07-02 00:23:40.504614
875, 2020-07-02 00:23:46.485595
876, 2020-07-02 00:23:57.635891
877, 2020-07-02 00:24:03.671658
878, 2020-07-02 00:24:14.798984
879, 2020-07-02 00:24:20.856221
880, 2020-07-02 00:24:32.063723
881, 2020-07-02 00:24:38.100429
882, 2020-07-02 00:24:49.374605
883, 2020-07-02 00:24:55.372805
884, 2020-07-02 00:25:06.482676
885, 2020-07-02 00:25:12.467126
886, 2020-07-02 00:25:23.628248
887, 2020-07-02 00:25:29.668646
888, 2020-07-02 00:25:40.835205
889, 2020-07-02 00:25:46.821247
890, 2020-07-02 00:25:58.040927
891, 2020-07-02 00:26:04.045686
892, 2020-07-02 00:26:15.164731
893, 2020-07-02 00:26:21.174187
894, 2020-07-02 00:26:32.299588
895, 2020-07-02 00:26:38.332096
896, 2020-07-02 00:26:49.523818
897, 2020-07-02 00:26:55.522680
898, 2020-07-02 00:27:06.710598
899, 2020-07-02 00:27:12.704922
900, 2020-07-02 00:27:23.880606
901, 2020-07-02 00:27:29.830327
902, 2020-07-02 00:27:40.449227
903, 2020-07-02 00:27:41.013529
904, 2020-07-02 00:27:47.496821
905, 2020-07-02 00:27:58.698811
906, 2020-07-02 00:28:04.701735
907, 2020-07-02 00:28:15.845352
908, 2020-07-02 00:28:21.865969
909, 2020-07-02 00:28:33.031553
910, 2020-07-02 00:28:39.032241
911, 2020-07-02 00:28:50.228372
912, 2020-07-02 00:28:56.226638
913, 2020-07-02 00:29:07.519056
914, 2020-07-02 00:29:13.520925
915, 2020-07-02 00:29:24.758271
916, 2020-07-02 00:29:30.723163
917, 2020-07-02 00:29:41.934997
918, 2020-07-02 00:29:47.871627
919, 2020-07-02 00:29:59.083767
920, 2020-07-02 00:30:05.058126
921, 2020-07-02 00:30:16.237797
922, 2020-07-02 00:30:22.308705
923, 2020-07-02 00:30:33.475397
924, 2020-07-02 00:30:39.515735
925, 2020-07-02 00:30:50.681722
926, 2020-07-02 00:30:56.726410
927, 2020-07-02 00:31:07.951931
928, 2020-07-02 00:31:13.979114
929, 2020-07-02 00:31:25.226440
930, 2020-07-02 00:31:31.183530
931, 2020-07-02 00:31:42.332331
932, 2020-07-02 00:31:48.345231
933, 2020-07-02 00:31:59.527539
934, 2020-07-02 00:32:05.517810
935, 2020-07-02 00:32:16.687201
936, 2020-07-02 00:32:22.725670
937, 2020-07-02 00:32:33.843140
938, 2020-07-02 00:32:39.859532
939, 2020-07-02 00:32:50.987243
940, 2020-07-02 00:32:56.942018
941, 2020-07-02 00:33:08.131510
942, 2020-07-02 00:33:14.104160
943, 2020-07-02 00:33:25.257575
944, 2020-07-02 00:33:31.282238
945, 2020-07-02 00:33:42.407617
946, 2020-07-02 00:33:48.380798
947, 2020-07-02 00:33:59.532075
948, 2020-07-02 00:34:05.625247
949, 2020-07-02 00:34:16.792451
950, 2020-07-02 00:34:22.829129
951, 2020-07-02 00:34:33.978146
952, 2020-07-02 00:34:39.978472
953, 2020-07-02 00:34:51.104059
954, 2020-07-02 00:34:57.161726
955, 2020-07-02 00:35:08.301710
956, 2020-07-02 00:35:14.309553
957, 2020-07-02 00:35:25.519492
958, 2020-07-02 00:35:31.516860
959, 2020-07-02 00:35:42.658974
960, 2020-07-02 00:35:48.654116
961, 2020-07-02 00:35:59.810231
962, 2020-07-02 00:36:05.847299
963, 2020-07-02 00:36:17.023816
964, 2020-07-02 00:36:23.049080
965, 2020-07-02 00:36:34.198464
966, 2020-07-02 00:36:40.214552
967, 2020-07-02 00:36:51.380545
968, 2020-07-02 00:36:57.419301
969, 2020-07-02 00:37:08.556114
970, 2020-07-02 00:37:14.626909
971, 2020-07-02 00:37:25.774952
972, 2020-07-02 00:37:31.816912
973, 2020-07-02 00:37:42.930155
974, 2020-07-02 00:37:49.017996
975, 2020-07-02 00:38:00.186938
976, 2020-07-02 00:38:06.220972
977, 2020-07-02 00:38:17.438845
978, 2020-07-02 00:38:23.426105
979, 2020-07-02 00:38:32.049087
980, 2020-07-02 00:38:34.521496
981, 2020-07-02 00:38:40.569654
982, 2020-07-02 00:38:51.817851
983, 2020-07-02 00:38:57.832196
984, 2020-07-02 00:39:09.044487
985, 2020-07-02 00:39:14.996900
986, 2020-07-02 00:39:26.268419
987, 2020-07-02 00:39:32.262949
988, 2020-07-02 00:39:43.492318
989, 2020-07-02 00:39:49.515198
990, 2020-07-02 00:40:00.685077
991, 2020-07-02 00:40:06.693168
992, 2020-07-02 00:40:17.942411
993, 2020-07-02 00:40:23.923271
994, 2020-07-02 00:40:35.092556
995, 2020-07-02 00:40:41.085550
996, 2020-07-02 00:40:52.143038
997, 2020-07-02 00:40:58.175789
998, 2020-07-02 00:41:09.277331
999, 2020-07-02 00:41:15.344413
1000, 2020-07-02 00:41:26.523377
1001, 2020-07-02 00:41:32.484013
1002, 2020-07-02 00:41:43.633754
1003, 2020-07-02 00:41:49.611022
1004, 2020-07-02 00:42:00.793856
1005, 2020-07-02 00:42:06.808568
1006, 2020-07-02 00:42:17.974425
1007, 2020-07-02 00:42:24.015967
1008, 2020-07-02 00:42:35.187170
1009, 2020-07-02 00:42:41.223213
1010, 2020-07-02 00:42:52.355726
1011, 2020-07-02 00:42:58.356569
1012, 2020-07-02 00:43:09.487681
1013, 2020-07-02 00:43:15.411295
1014, 2020-07-02 00:43:26.547075
1015, 2020-07-02 00:43:32.565034
1016, 2020-07-02 00:43:43.828735
1017, 2020-07-02 00:43:49.807993
1018, 2020-07-02 00:44:01.061828
1019, 2020-07-02 00:44:07.044905
1020, 2020-07-02 00:44:18.274686
1021, 2020-07-02 00:44:24.274696
1022, 2020-07-02 00:44:35.460694
1023, 2020-07-02 00:44:41.487863
1024, 2020-07-02 00:44:52.690327
1025, 2020-07-02 00:44:58.639135
1026, 2020-07-02 00:45:09.821732
1027, 2020-07-02 00:45:15.821255
1028, 2020-07-02 00:45:27.022156
1029, 2020-07-02 00:45:32.995157
1030, 2020-07-02 00:45:44.164675
1031, 2020-07-02 00:45:50.158599
1032, 2020-07-02 00:46:01.326947
1033, 2020-07-02 00:46:07.366494
1034, 2020-07-02 00:46:18.551980
1035, 2020-07-02 00:46:24.552598
1036, 2020-07-02 00:46:35.713603
1037, 2020-07-02 00:46:41.770853
1038, 2020-07-02 00:46:52.893699
1039, 2020-07-02 00:46:58.889923
1040, 2020-07-02 00:47:10.094603
1041, 2020-07-02 00:47:16.096284
1042, 2020-07-02 00:47:27.281406
1043, 2020-07-02 00:47:33.295034
1044, 2020-07-02 00:47:44.462002
1045, 2020-07-02 00:47:50.477302
1046, 2020-07-02 00:48:01.622884
1047, 2020-07-02 00:48:07.691705
1048, 2020-07-02 00:48:18.912611
1049, 2020-07-02 00:48:24.972929
1050, 2020-07-02 00:48:36.186286
1051, 2020-07-02 00:48:42.181975
1052, 2020-07-02 00:48:53.333968
1053, 2020-07-02 00:48:59.352934
1054, 2020-07-02 00:49:10.576018
1055, 2020-07-02 00:49:16.616573
1056, 2020-07-02 00:49:27.753862
1057, 2020-07-02 00:49:33.791665
1058, 2020-07-02 00:49:44.812273
1059, 2020-07-02 00:49:50.891239
1060, 2020-07-02 00:50:01.998321
1061, 2020-07-02 00:50:08.023194
1062, 2020-07-02 00:50:19.155208
1063, 2020-07-02 00:50:25.133894
1064, 2020-07-02 00:50:36.375555
1065, 2020-07-02 00:50:42.366425
1066, 2020-07-02 00:50:53.585340
1067, 2020-07-02 00:50:59.594970
1068, 2020-07-02 00:51:10.707149
1069, 2020-07-02 00:51:16.740783
1070, 2020-07-02 00:51:27.915903
1071, 2020-07-02 00:51:33.950516
1072, 2020-07-02 00:51:45.092120
1073, 2020-07-02 00:51:51.128945
1074, 2020-07-02 00:52:02.352686
1075, 2020-07-02 00:52:08.394930
1076, 2020-07-02 00:52:19.556565
1077, 2020-07-02 00:52:25.564754
1078, 2020-07-02 00:52:36.686962
1079, 2020-07-02 00:52:42.679668
1080, 2020-07-02 00:52:53.869830
1081, 2020-07-02 00:52:59.872784
1082, 2020-07-02 00:53:11.131162
1083, 2020-07-02 00:53:17.138584
1084, 2020-07-02 00:53:28.237491
1085, 2020-07-02 00:53:34.334108
1086, 2020-07-02 00:53:45.417583
1087, 2020-07-02 00:53:51.392030
1088, 2020-07-02 00:54:02.651590
1089, 2020-07-02 00:54:08.635445
1090, 2020-07-02 00:54:19.803751
1091, 2020-07-02 00:54:25.843385
1092, 2020-07-02 00:54:36.927111
1093, 2020-07-02 00:54:42.952235
1094, 2020-07-02 00:54:54.084804
1095, 2020-07-02 00:55:00.048927
1096, 2020-07-02 00:55:11.271425
1097, 2020-07-02 00:55:17.308002
1098, 2020-07-02 00:55:28.494181
1099, 2020-07-02 00:55:34.489582
1100, 2020-07-02 00:55:45.651339
1101, 2020-07-02 00:55:51.612066
1102, 2020-07-02 00:56:02.834216
1103, 2020-07-02 00:56:08.862561
1104, 2020-07-02 00:56:20.078368
1105, 2020-07-02 00:56:26.074939
1106, 2020-07-02 00:56:37.156545
1107, 2020-07-02 00:56:43.222742
1108, 2020-07-02 00:56:54.313591
1109, 2020-07-02 00:57:00.345252
1110, 2020-07-02 00:57:11.590476
1111, 2020-07-02 00:57:17.603174
1112, 2020-07-02 00:57:28.853453
1113, 2020-07-02 00:57:34.900189
1114, 2020-07-02 00:57:45.991099
1115, 2020-07-02 00:57:52.039249
1116, 2020-07-02 00:58:03.273120
1117, 2020-07-02 00:58:09.282155
1118, 2020-07-02 00:58:20.439702
1119, 2020-07-02 00:58:26.428310
1120, 2020-07-02 00:58:37.613340
1121, 2020-07-02 00:58:43.565884
1122, 2020-07-02 00:58:54.788125
1123, 2020-07-02 00:59:00.792842
1124, 2020-07-02 00:59:11.918369
1125, 2020-07-02 00:59:17.947165
1126, 2020-07-02 00:59:29.150208
1127, 2020-07-02 00:59:35.149277
1128, 2020-07-02 00:59:46.369305
1129, 2020-07-02 00:59:52.391832
1130, 2020-07-02 01:00:03.457125
1131, 2020-07-02 01:00:09.557846
1132, 2020-07-02 01:00:20.739130
1133, 2020-07-02 01:00:26.738526
1134, 2020-07-02 01:00:37.877687
1135, 2020-07-02 01:00:43.914500
1136, 2020-07-02 01:00:55.071978
1137, 2020-07-02 01:01:01.117964
1138, 2020-07-02 01:01:12.275136
1139, 2020-07-02 01:01:18.257378
1140, 2020-07-02 01:01:29.460541
1141, 2020-07-02 01:01:35.459489
1142, 2020-07-02 01:01:46.634813
1143, 2020-07-02 01:01:52.615448
1144, 2020-07-02 01:02:03.784853
1145, 2020-07-02 01:02:09.837450
1146, 2020-07-02 01:02:20.999175
1147, 2020-07-02 01:02:26.983883
1148, 2020-07-02 01:02:38.101541
1149, 2020-07-02 01:02:44.098050
1150, 2020-07-02 01:02:55.245674
1151, 2020-07-02 01:03:01.245460
1152, 2020-07-02 01:03:12.418437
1153, 2020-07-02 01:03:18.386544
1154, 2020-07-02 01:03:29.598961
1155, 2020-07-02 01:03:35.601355
1156, 2020-07-02 01:03:46.770157
1157, 2020-07-02 01:03:52.841404
1158, 2020-07-02 01:04:03.948287
1159, 2020-07-02 01:04:09.945227
1160, 2020-07-02 01:04:21.153924
1161, 2020-07-02 01:04:27.183342
1162, 2020-07-02 01:04:38.347225
1163, 2020-07-02 01:04:44.298811
1164, 2020-07-02 01:04:55.457300
1165, 2020-07-02 01:05:01.452290
1166, 2020-07-02 01:05:12.657696
1167, 2020-07-02 01:05:18.640549
1168, 2020-07-02 01:05:29.844595
1169, 2020-07-02 01:05:35.843013
1170, 2020-07-02 01:05:46.980159
1171, 2020-07-02 01:05:52.966779
1172, 2020-07-02 01:06:04.166965
1173, 2020-07-02 01:06:10.205017
1174, 2020-07-02 01:06:21.366581
1175, 2020-07-02 01:06:27.348514
1176, 2020-07-02 01:06:38.546548
1177, 2020-07-02 01:06:44.491625
1178, 2020-07-02 01:06:55.727427
1179, 2020-07-02 01:07:01.738351
1180, 2020-07-02 01:07:12.945338
1181, 2020-07-02 01:07:18.917621
1182, 2020-07-02 01:07:30.091351
1183, 2020-07-02 01:07:36.090405
1184, 2020-07-02 01:07:47.266013
1185, 2020-07-02 01:07:53.266098
1186, 2020-07-02 01:08:04.385339
1187, 2020-07-02 01:08:10.359721
1188, 2020-07-02 01:08:21.538379
1189, 2020-07-02 01:08:27.543538
1190, 2020-07-02 01:08:38.686656
1191, 2020-07-02 01:08:44.677455
1192, 2020-07-02 01:08:55.854816
1193, 2020-07-02 01:09:01.855563
1194, 2020-07-02 01:09:12.999532
1195, 2020-07-02 01:09:19.029604
1196, 2020-07-02 01:09:30.251794
1197, 2020-07-02 01:09:36.186399
1198, 2020-07-02 01:09:47.478267
1199, 2020-07-02 01:09:53.481075
1200, 2020-07-02 01:10:04.676484
1201, 2020-07-02 01:10:10.681907
1202, 2020-07-02 01:10:21.938535
1203, 2020-07-02 01:10:27.936010
1204, 2020-07-02 01:10:39.099278
1205, 2020-07-02 01:10:45.144767
1206, 2020-07-02 01:10:56.259537
1207, 2020-07-02 01:11:02.300885
1208, 2020-07-02 01:11:13.539842
1209, 2020-07-02 01:11:19.490557
1210, 2020-07-02 01:11:30.682030
1211, 2020-07-02 01:11:36.636391
1212, 2020-07-02 01:11:47.845037
1213, 2020-07-02 01:11:53.862300
1214, 2020-07-02 01:12:05.026183
1215, 2020-07-02 01:12:10.980858
1216, 2020-07-02 01:12:22.102833
1217, 2020-07-02 01:12:28.149478
1218, 2020-07-02 01:12:39.220332
1219, 2020-07-02 01:12:45.256981
1220, 2020-07-02 01:12:56.462694
1221, 2020-07-02 01:13:02.463425
1222, 2020-07-02 01:13:13.691413
1223, 2020-07-02 01:13:19.681626
1224, 2020-07-02 01:13:30.851374
1225, 2020-07-02 01:13:36.790239
1226, 2020-07-02 01:13:48.021937
1227, 2020-07-02 01:13:54.046026
1228, 2020-07-02 01:14:05.159755
1229, 2020-07-02 01:14:11.176405
1230, 2020-07-02 01:14:22.390236
1231, 2020-07-02 01:14:28.449088
1232, 2020-07-02 01:14:39.595290
1233, 2020-07-02 01:14:45.565214
1234, 2020-07-02 01:14:56.702671
1235, 2020-07-02 01:15:02.715177
1236, 2020-07-02 01:15:13.757163
1237, 2020-07-02 01:15:19.853628
1238, 2020-07-02 01:15:31.030785
1239, 2020-07-02 01:15:37.043569
1240, 2020-07-02 01:15:48.221354
1241, 2020-07-02 01:15:54.221809
1242, 2020-07-02 01:16:05.370683
1243, 2020-07-02 01:16:11.404500
1244, 2020-07-02 01:16:22.544178
1245, 2020-07-02 01:16:28.572777
1246, 2020-07-02 01:16:39.791503
1247, 2020-07-02 01:16:45.828198
1248, 2020-07-02 01:16:56.954663
1249, 2020-07-02 01:17:02.952036
1250, 2020-07-02 01:17:14.150878
1251, 2020-07-02 01:17:20.136450
1252, 2020-07-02 01:17:31.307239
1253, 2020-07-02 01:17:37.332036
1254, 2020-07-02 01:17:48.493073
1255, 2020-07-02 01:17:54.504348
1256, 2020-07-02 01:18:05.666282
1257, 2020-07-02 01:18:11.688215
1258, 2020-07-02 01:18:22.814587
1259, 2020-07-02 01:18:28.834389
1260, 2020-07-02 01:18:39.982660
1261, 2020-07-02 01:18:46.040720
1262, 2020-07-02 01:18:57.290103
1263, 2020-07-02 01:19:03.274212
1264, 2020-07-02 01:19:14.548581
1265, 2020-07-02 01:19:20.592276
1266, 2020-07-02 01:19:31.750200
1267, 2020-07-02 01:19:37.796172
1268, 2020-07-02 01:19:48.923925
1269, 2020-07-02 01:19:54.927612
1270, 2020-07-02 01:20:06.155131
1271, 2020-07-02 01:20:12.196070
1272, 2020-07-02 01:20:23.317433
1273, 2020-07-02 01:20:29.306332
1274, 2020-07-02 01:20:40.523613
1275, 2020-07-02 01:20:46.548582
1276, 2020-07-02 01:20:57.798135
1277, 2020-07-02 01:21:03.777267
1278, 2020-07-02 01:21:14.916865
1279, 2020-07-02 01:21:21.006092
1280, 2020-07-02 01:21:32.250733
1281, 2020-07-02 01:21:38.255492
1282, 2020-07-02 01:21:49.421076
1283, 2020-07-02 01:21:55.452703
1284, 2020-07-02 01:22:06.643028
1285, 2020-07-02 01:22:12.643853
1286, 2020-07-02 01:22:23.869109
1287, 2020-07-02 01:22:29.822003
1288, 2020-07-02 01:22:40.975888
1289, 2020-07-02 01:22:46.984153
1290, 2020-07-02 01:22:58.169538
1291, 2020-07-02 01:23:04.230439
1292, 2020-07-02 01:23:15.391339
1293, 2020-07-02 01:23:21.375059
1294, 2020-07-02 01:23:32.550529
1295, 2020-07-02 01:23:38.584861
1296, 2020-07-02 01:23:49.724523
1297, 2020-07-02 01:23:55.723751
1298, 2020-07-02 01:24:06.890664
1299, 2020-07-02 01:24:12.887771
1300, 2020-07-02 01:24:24.017250
1301, 2020-07-02 01:24:30.025820
1302, 2020-07-02 01:24:41.191685
1303, 2020-07-02 01:24:47.191853
1304, 2020-07-02 01:24:58.332817
1305, 2020-07-02 01:25:04.347968
1306, 2020-07-02 01:25:15.459371
1307, 2020-07-02 01:25:21.454450
1308, 2020-07-02 01:25:32.606037
1309, 2020-07-02 01:25:38.609016
1310, 2020-07-02 01:25:49.760345
1311, 2020-07-02 01:25:55.857184
1312, 2020-07-02 01:26:07.030529
1313, 2020-07-02 01:26:13.034749
1314, 2020-07-02 01:26:24.228666
1315, 2020-07-02 01:26:30.196638
1316, 2020-07-02 01:26:41.390849
1317, 2020-07-02 01:26:47.371731
1318, 2020-07-02 01:26:58.497324
1319, 2020-07-02 01:27:04.549760
1320, 2020-07-02 01:27:15.735507
1321, 2020-07-02 01:27:21.744146
1322, 2020-07-02 01:27:32.899310
1323, 2020-07-02 01:27:38.922442
1324, 2020-07-02 01:27:50.158237
1325, 2020-07-02 01:27:56.154981
1326, 2020-07-02 01:28:07.322580
1327, 2020-07-02 01:28:13.284840
1328, 2020-07-02 01:28:24.531575
1329, 2020-07-02 01:28:30.543760
1330, 2020-07-02 01:28:41.768859
1331, 2020-07-02 01:28:47.766252
1332, 2020-07-02 01:28:58.947187
1333, 2020-07-02 01:29:04.987220
1334, 2020-07-02 01:29:16.150969
1335, 2020-07-02 01:29:22.192190
1336, 2020-07-02 01:29:33.397705
1337, 2020-07-02 01:29:39.395230
1338, 2020-07-02 01:29:50.563040
1339, 2020-07-02 01:29:56.599318
1340, 2020-07-02 01:30:07.771392
1341, 2020-07-02 01:30:13.767789
1342, 2020-07-02 01:30:24.892320
1343, 2020-07-02 01:30:30.943003
1344, 2020-07-02 01:30:42.082528
1345, 2020-07-02 01:30:48.083155
1346, 2020-07-02 01:30:59.301037
1347, 2020-07-02 01:31:05.324154
1348, 2020-07-02 01:31:16.482929
1349, 2020-07-02 01:31:22.484003
1350, 2020-07-02 01:31:33.667299
1351, 2020-07-02 01:31:39.674068
1352, 2020-07-02 01:31:50.812452
1353, 2020-07-02 01:31:56.796249
1354, 2020-07-02 01:32:07.917913
1355, 2020-07-02 01:32:13.980192
1356, 2020-07-02 01:32:25.116315
1357, 2020-07-02 01:32:31.118214
1358, 2020-07-02 01:32:42.366284
1359, 2020-07-02 01:32:48.383746
1360, 2020-07-02 01:32:59.548605
1361, 2020-07-02 01:33:05.545485
1362, 2020-07-02 01:33:16.707155
1363, 2020-07-02 01:33:22.706028
1364, 2020-07-02 01:33:33.990110
1365, 2020-07-02 01:33:39.976518
1366, 2020-07-02 01:33:51.187322
1367, 2020-07-02 01:33:57.151999
1368, 2020-07-02 01:34:08.286531
1369, 2020-07-02 01:34:14.282638
1370, 2020-07-02 01:34:25.510612
1371, 2020-07-02 01:34:31.544632
1372, 2020-07-02 01:34:42.774226
1373, 2020-07-02 01:34:48.734799
1374, 2020-07-02 01:34:59.900379
1375, 2020-07-02 01:35:05.887427
1376, 2020-07-02 01:35:16.986362
1377, 2020-07-02 01:35:23.038469
1378, 2020-07-02 01:35:34.161606
1379, 2020-07-02 01:35:40.157768
1380, 2020-07-02 01:35:51.329277
1381, 2020-07-02 01:35:57.325711
1382, 2020-07-02 01:36:08.514687
1383, 2020-07-02 01:36:14.554725
1384, 2020-07-02 01:36:25.711796
1385, 2020-07-02 01:36:31.675270
1386, 2020-07-02 01:36:42.924100
1387, 2020-07-02 01:36:48.937190
1388, 2020-07-02 01:37:00.060169
1389, 2020-07-02 01:37:06.053132
1390, 2020-07-02 01:37:17.194631
1391, 2020-07-02 01:37:23.195057
1392, 2020-07-02 01:37:34.317051
1393, 2020-07-02 01:37:40.353892
1394, 2020-07-02 01:37:51.514662
1395, 2020-07-02 01:37:57.548500
1396, 2020-07-02 01:38:08.712984
1397, 2020-07-02 01:38:14.777716
1398, 2020-07-02 01:38:25.963403
1399, 2020-07-02 01:38:32.003967
1400, 2020-07-02 01:38:43.178946
1401, 2020-07-02 01:38:49.170317
1402, 2020-07-02 01:39:00.296876
1403, 2020-07-02 01:39:06.296963
1404, 2020-07-02 01:39:17.526107
1405, 2020-07-02 01:39:23.526985
1406, 2020-07-02 01:39:34.648293
1407, 2020-07-02 01:39:40.708885
1408, 2020-07-02 01:39:51.825147
1409, 2020-07-02 01:39:57.827244
1410, 2020-07-02 01:40:08.954644
1411, 2020-07-02 01:40:14.983091
1412, 2020-07-02 01:40:26.104613
1413, 2020-07-02 01:40:32.145795
1414, 2020-07-02 01:40:43.304611
1415, 2020-07-02 01:40:49.287712
1416, 2020-07-02 01:41:00.415650
1417, 2020-07-02 01:41:06.413650
1418, 2020-07-02 01:41:17.546023
1419, 2020-07-02 01:41:23.625622
1420, 2020-07-02 01:41:34.754315
1421, 2020-07-02 01:41:40.747740
1422, 2020-07-02 01:41:51.941165
1423, 2020-07-02 01:41:57.941791
1424, 2020-07-02 01:42:09.171129
1425, 2020-07-02 01:42:15.213449
1426, 2020-07-02 01:42:26.377921
1427, 2020-07-02 01:42:32.401799
1428, 2020-07-02 01:42:43.583555
1429, 2020-07-02 01:42:49.584442
1430, 2020-07-02 01:43:00.730661
1431, 2020-07-02 01:43:06.804710
1432, 2020-07-02 01:43:17.910262
1433, 2020-07-02 01:43:23.916380
1434, 2020-07-02 01:43:35.063763
1435, 2020-07-02 01:43:41.118139
1436, 2020-07-02 01:43:52.240900
1437, 2020-07-02 01:43:58.286429
1438, 2020-07-02 01:44:09.417627
1439, 2020-07-02 01:44:15.422462
1440, 2020-07-02 01:44:26.586745
1441, 2020-07-02 01:44:32.625724
1442, 2020-07-02 01:44:43.720768
1443, 2020-07-02 01:44:49.754446
1444, 2020-07-02 01:45:00.808304
1445, 2020-07-02 01:45:06.900991
1446, 2020-07-02 01:45:18.083456
1447, 2020-07-02 01:45:24.084924
